time,topic,body
2025-05-03 08:55:46.007608+03,Auton_json/A605-20/1857/ProcessResult,"{""ClassId"": 22607, ""StartDate"": ""2025-05-03T08:55:46.000Z"", ""TemperatureC_1"": ""-39.380"", ""TemperatureC_2"": ""-7.000"", ""VibrationTemperatureC_1"": ""22.750"", ""VibrationTemperatureC_2"": ""-32.890"", ""XVibrationDisplacementRmsM_1"": ""0.00098450"", ""XVibrationDisplacementRmsM_2"": ""0.00084120"", ""YVibrationDisplacementRmsM_1"": ""0.00018630"", ""YVibrationDisplacementRmsM_2"": ""0.00037680"", ""ZVibrationDisplacementRmsM_1"": ""0.00027640"", ""ZVibrationDisplacementRmsM_2"": ""0.00002560""}"
2025-05-03 08:55:46.012078+03,Auton_json/A605-10/0793/ProcessResult,"{""ClassId"": 22608, ""StartDate"": ""2025-05-03T08:55:46.000Z"", ""TemperatureC"": ""27.290"", ""VibrationTemperatureC"": ""29.230"", ""XVibrationAccelerationRmsMPerS2"": ""0.650"", ""YVibrationAccelerationRmsMPerS2"": ""0.000"", ""ZVibrationAccelerationRmsMPerS2"": ""0.750""}"
2025-05-03 08:55:46.015819+03,Auton_json/A125-10/0327/ProcessResult,"{""Level"": 11.636094093322754, ""ClassId"": 22126, ""StartDate"": ""2025-05-03T08:55:46.000Z""}"
2025-05-03 08:55:46.019616+03,Auton_json/A555-10/1024/ProcessResult,"{""ClassId"": 22550, ""StartDate"": ""2025-05-03T08:55:46.000Z"", ""StateChangedCounter"": 2596}"
2025-05-03 08:55:46.023211+03,Auton_json/A835/0552/ProcessResult,"{""ClassId"": 22820, ""StartDate"": ""2025-05-03T08:55:46.000Z"", ""TemperatureC"": ""27.290""}"
2025-05-03 08:55:46.026738+03,Auton_json/A855-50/0915/ProcessResult,"{""ClassId"": 22800, ""StartDate"": ""2025-05-03T08:55:46.000Z"", ""TemperatureC"": [""38.760"", ""12.650"", ""-25.090"", ""-39.770""]}"
2025-05-03 08:55:46.030825+03,Auton_json/A405-10/0512/ProcessResult,"{""ClassId"": 22406, ""CurrentA"": 98.45978546142578, ""CurrentB"": 18.635974884033203, ""CurrentC"": 75.55498504638672, ""StartDate"": ""2025-05-03T08:55:46.000Z""}"
2025-05-03 08:55:46.034188+03,Auton_json/A605-20/1856/ProcessResult,"{""ClassId"": 22559, ""StartDate"": ""2025-05-03T08:55:46.000Z"", ""TemperatureC_1"": ""-39.380"", ""TemperatureC_2"": ""-32.890"", ""VibrationTemperatureC_1"": ""22.750"", ""VibrationTemperatureC_2"": ""-32.890"", ""XVibrationVelocityRmsMPerS_1"": ""0.09845"", ""XVibrationVelocityRmsMPerS_2"": ""0.08412"", ""YVibrationVelocityRmsMPerS_1"": ""0.01863"", ""YVibrationVelocityRmsMPerS_2"": ""0.03768"", ""ZVibrationVelocityRmsMPerS_1"": ""0.02764"", ""ZVibrationVelocityRmsMPerS_2"": ""0.00256""}"
2025-05-03 08:55:46.03782+03,Auton_json/A205/0008/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-03T08:55:46.000Z"", ""Concentration"": 0.000012995252291148063, ""CasRegistryNumber"": 7783064}"
2025-05-03 08:55:46.044082+03,Auton_json/A605-20/1858/ProcessResult,"{""ClassId"": 22609, ""StartDate"": ""2025-05-03T08:55:46.000Z"", ""TemperatureC_1"": ""27.290"", ""TemperatureC_2"": ""-9.850"", ""VibrationTemperatureC_1"": ""38.760"", ""VibrationTemperatureC_2"": ""-9.850"", ""XVibrationAccelerationRmsMPerS2_1"": ""0.980"", ""XVibrationAccelerationRmsMPerS2_2"": ""0.840"", ""YVibrationAccelerationRmsMPerS2_1"": ""0.180"", ""YVibrationAccelerationRmsMPerS2_2"": ""0.370"", ""ZVibrationAccelerationRmsMPerS2_1"": ""0.270"", ""ZVibrationAccelerationRmsMPerS2_2"": ""0.020""}"
2025-05-03 08:56:13.299322+03,Auton_json/A555-10/1023/ProcessResult,"{""ClassId"": 22555, ""StartDate"": ""2025-05-03T08:56:16.000Z"", ""DiscreteStatus"": 1}"
2025-05-03 08:56:43.851861+03,Auton_json/A205/0006/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-03T08:56:46.000Z"", ""Concentration"": 0.7555498480796814, ""CasRegistryNumber"": 7783064}"
2025-05-03 08:56:43.89526+03,Auton_json/A555-10/1022/ProcessResult,"{""ClassId"": 22556, ""StartDate"": ""2025-05-03T08:56:46.000Z"", ""DiscreteStatus"": 0}"
2025-05-03 08:56:43.919416+03,Auton_json/A555-10/1025/ProcessResult,"{""ClassId"": 22551, ""StartDate"": ""2025-05-03T08:56:46.000Z"", ""FrequencyRpm"": 2789.2822265625}"
2025-05-03 08:56:43.923211+03,Auton_json/A205/0010/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-03T08:56:46.000Z"", ""Concentration"": 0.011333491653203964, ""CasRegistryNumber"": 74986}"
2025-05-03 08:56:43.926906+03,Auton_json/A835/0551/ProcessResult,"{""ClassId"": 22821, ""StartDate"": ""2025-05-03T08:56:46.000Z"", ""PressureAt"": ""1.5204886480""}"
2025-05-03 08:56:43.929636+03,Auton_json/A125/0326/ProcessResult,"{""ClassId"": 22125, ""Distance"": 9.54437255859375, ""StartDate"": ""2025-05-03T08:56:46.000Z""}"
2025-05-03 08:56:43.93246+03,Auton_json/A605-10/0791/ProcessResult,"{""ClassId"": 22558, ""StartDate"": ""2025-05-03T08:56:46.000Z"", ""TemperatureC"": ""-35.850"", ""VibrationTemperatureC"": ""31.040"", ""XVibrationVelocityRmsMPerS"": ""0.07844"", ""YVibrationVelocityRmsMPerS"": ""0.00077"", ""ZVibrationVelocityRmsMPerS"": ""0.06252""}"
2025-05-03 08:56:43.936137+03,Auton_json/A405/0123/ProcessResult,"{""ClassId"": 22405, ""Current"": 75.55498504638672, ""StartDate"": ""2025-05-03T08:56:46.000Z""}"
2025-05-03 08:56:43.940912+03,Auton_json/A605-10/0792/ProcessResult,"{""ClassId"": 22606, ""StartDate"": ""2025-05-03T08:56:46.000Z"", ""TemperatureC"": ""-17.720"", ""VibrationTemperatureC"": ""22.750"", ""XVibrationDisplacementRmsM"": ""0.00078440"", ""YVibrationDisplacementRmsM"": ""0.00000770"", ""ZVibrationDisplacementRmsM"": ""0.00062520""}"
2025-05-03 08:56:43.944556+03,Auton_json/A835/0553/ProcessResult,"{""ClassId"": 22822, ""StartDate"": ""2025-05-03T08:56:46.000Z"", ""PressureAt"": ""1.5793976536"", ""TemperatureC"": ""20.440""}"
2025-05-03 08:56:43.948039+03,Auton_json/A845/0914/ProcessResult,"{""ClassId"": 22557, ""StartDate"": ""2025-05-03T08:56:46.000Z"", ""TemperatureC"": ""1.370""}"
2025-05-03 08:56:43.951801+03,Auton_json/A605-20/1857/ProcessResult,"{""ClassId"": 22607, ""StartDate"": ""2025-05-03T08:56:46.000Z"", ""TemperatureC_1"": ""-35.850"", ""TemperatureC_2"": ""-17.720"", ""VibrationTemperatureC_1"": ""31.040"", ""VibrationTemperatureC_2"": ""-25.220"", ""XVibrationDisplacementRmsM_1"": ""0.00099970"", ""XVibrationDisplacementRmsM_2"": ""0.00092970"", ""YVibrationDisplacementRmsM_1"": ""0.00030760"", ""YVibrationDisplacementRmsM_2"": ""0.00051710"", ""ZVibrationDisplacementRmsM_1"": ""0.00016030"", ""ZVibrationDisplacementRmsM_2"": ""0.00008870""}"
2025-05-03 08:56:43.955596+03,Auton_json/A605-10/0793/ProcessResult,"{""ClassId"": 22608, ""StartDate"": ""2025-05-03T08:56:46.000Z"", ""TemperatureC"": ""34.380"", ""VibrationTemperatureC"": ""20.440"", ""XVibrationAccelerationRmsMPerS2"": ""0.780"", ""YVibrationAccelerationRmsMPerS2"": ""0.000"", ""ZVibrationAccelerationRmsMPerS2"": ""0.620""}"
2025-05-03 08:56:43.95933+03,Auton_json/A125-10/0327/ProcessResult,"{""Level"": 12.307473182678223, ""ClassId"": 22126, ""StartDate"": ""2025-05-03T08:56:46.000Z""}"
2025-05-03 08:56:43.96296+03,Auton_json/A555-10/1024/ProcessResult,"{""ClassId"": 22550, ""StartDate"": ""2025-05-03T08:56:46.000Z"", ""StateChangedCounter"": 2266}"
2025-05-03 08:56:43.96668+03,Auton_json/A835/0552/ProcessResult,"{""ClassId"": 22820, ""StartDate"": ""2025-05-03T08:56:46.000Z"", ""TemperatureC"": ""34.380""}"
2025-05-03 08:56:43.970333+03,Auton_json/A855-50/0915/ProcessResult,"{""ClassId"": 22800, ""StartDate"": ""2025-05-03T08:56:46.000Z"", ""TemperatureC"": [""39.970"", ""22.750"", ""-15.380"", ""-39.380""]}"
2025-05-03 08:56:43.973746+03,Auton_json/A405-10/0512/ProcessResult,"{""ClassId"": 22406, ""CurrentA"": 99.97053527832031, ""CurrentB"": 30.76554298400879, ""CurrentC"": 62.528953552246094, ""StartDate"": ""2025-05-03T08:56:46.000Z""}"
2025-05-03 08:56:43.978208+03,Auton_json/A605-20/1856/ProcessResult,"{""ClassId"": 22559, ""StartDate"": ""2025-05-03T08:56:46.000Z"", ""TemperatureC_1"": ""-35.850"", ""TemperatureC_2"": ""-25.220"", ""VibrationTemperatureC_1"": ""31.040"", ""VibrationTemperatureC_2"": ""-25.220"", ""XVibrationVelocityRmsMPerS_1"": ""0.09997"", ""XVibrationVelocityRmsMPerS_2"": ""0.09297"", ""YVibrationVelocityRmsMPerS_1"": ""0.03076"", ""YVibrationVelocityRmsMPerS_2"": ""0.05171"", ""ZVibrationVelocityRmsMPerS_1"": ""0.01603"", ""ZVibrationVelocityRmsMPerS_2"": ""0.00887""}"
2025-05-03 08:56:43.982185+03,Auton_json/A205/0008/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-03T08:56:46.000Z"", ""Concentration"": 0.000011357692528690677, ""CasRegistryNumber"": 7783064}"
2025-05-03 08:56:43.987371+03,Auton_json/A605-20/1858/ProcessResult,"{""ClassId"": 22609, ""StartDate"": ""2025-05-03T08:56:46.000Z"", ""TemperatureC_1"": ""34.380"", ""TemperatureC_2"": ""1.370"", ""VibrationTemperatureC_1"": ""39.970"", ""VibrationTemperatureC_2"": ""1.370"", ""XVibrationAccelerationRmsMPerS2_1"": ""0.990"", ""XVibrationAccelerationRmsMPerS2_2"": ""0.920"", ""YVibrationAccelerationRmsMPerS2_1"": ""0.300"", ""YVibrationAccelerationRmsMPerS2_2"": ""0.510"", ""ZVibrationAccelerationRmsMPerS2_1"": ""0.160"", ""ZVibrationAccelerationRmsMPerS2_2"": ""0.080""}"
2025-05-03 08:57:14.176574+03,Auton_json/A555-10/1023/ProcessResult,"{""ClassId"": 22555, ""StartDate"": ""2025-05-03T08:57:16.000Z"", ""DiscreteStatus"": 1}"
2025-05-03 08:57:44.719313+03,Auton_json/A205/0006/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-03T08:57:46.000Z"", ""Concentration"": 0.6252895593643188, ""CasRegistryNumber"": 7783064}"
2025-05-03 08:57:44.758854+03,Auton_json/A555-10/1022/ProcessResult,"{""ClassId"": 22556, ""StartDate"": ""2025-05-03T08:57:46.000Z"", ""DiscreteStatus"": 0}"
2025-05-03 08:57:44.782403+03,Auton_json/A555-10/1025/ProcessResult,"{""ClassId"": 22551, ""StartDate"": ""2025-05-03T08:57:46.000Z"", ""FrequencyRpm"": 2952.144287109375}"
2025-05-03 08:57:44.786175+03,Auton_json/A205/0010/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-03T08:57:46.000Z"", ""Concentration"": 0.009379717521369457, ""CasRegistryNumber"": 74986}"
2025-05-03 08:57:44.78971+03,Auton_json/A835/0551/ProcessResult,"{""ClassId"": 22821, ""StartDate"": ""2025-05-03T08:57:46.000Z"", ""PressureAt"": ""1.2548321802""}"
2025-05-03 08:57:44.793368+03,Auton_json/A125/0326/ProcessResult,"{""ClassId"": 22125, ""Distance"": 7.91611909866333, ""StartDate"": ""2025-05-03T08:57:46.000Z""}"
2025-05-03 08:57:44.797893+03,Auton_json/A605-10/0791/ProcessResult,"{""ClassId"": 22558, ""StartDate"": ""2025-05-03T08:57:46.000Z"", ""TemperatureC"": ""-29.470"", ""VibrationTemperatureC"": ""36.850"", ""XVibrationVelocityRmsMPerS"": ""0.08880"", ""YVibrationVelocityRmsMPerS"": ""0.00517"", ""ZVibrationVelocityRmsMPerS"": ""0.04850""}"
2025-05-03 08:57:44.801843+03,Auton_json/A405/0123/ProcessResult,"{""ClassId"": 22405, ""Current"": 62.528953552246094, ""StartDate"": ""2025-05-03T08:57:46.000Z""}"
2025-05-03 08:57:44.80546+03,Auton_json/A605-10/0792/ProcessResult,"{""ClassId"": 22606, ""StartDate"": ""2025-05-03T08:57:46.000Z"", ""TemperatureC"": ""-27.030"", ""VibrationTemperatureC"": ""31.040"", ""XVibrationDisplacementRmsM"": ""0.00088800"", ""YVibrationDisplacementRmsM"": ""0.00005170"", ""ZVibrationDisplacementRmsM"": ""0.00048500""}"
2025-05-03 08:57:44.809182+03,Auton_json/A835/0553/ProcessResult,"{""ClassId"": 22822, ""StartDate"": ""2025-05-03T08:57:46.000Z"", ""PressureAt"": ""1.7906216700"", ""TemperatureC"": ""10.020""}"
2025-05-03 08:57:44.812872+03,Auton_json/A845/0914/ProcessResult,"{""ClassId"": 22557, ""StartDate"": ""2025-05-03T08:57:46.000Z"", ""TemperatureC"": ""12.480""}"
2025-05-03 08:57:44.816301+03,Auton_json/A605-20/1857/ProcessResult,"{""ClassId"": 22607, ""StartDate"": ""2025-05-03T08:57:46.000Z"", ""TemperatureC_1"": ""-29.470"", ""TemperatureC_2"": ""-27.030"", ""VibrationTemperatureC_1"": ""36.850"", ""VibrationTemperatureC_2"": ""-15.550"", ""XVibrationDisplacementRmsM_1"": ""0.00097500"", ""XVibrationDisplacementRmsM_2"": ""0.00098400"", ""YVibrationDisplacementRmsM_1"": ""0.00044420"", ""YVibrationDisplacementRmsM_2"": ""0.00065610"", ""ZVibrationDisplacementRmsM_1"": ""0.00007130"", ""ZVibrationDisplacementRmsM_2"": ""0.00018460""}"
2025-05-03 08:57:44.820854+03,Auton_json/A605-10/0793/ProcessResult,"{""ClassId"": 22608, ""StartDate"": ""2025-05-03T08:57:46.000Z"", ""TemperatureC"": ""38.720"", ""VibrationTemperatureC"": ""10.020"", ""XVibrationAccelerationRmsMPerS2"": ""0.880"", ""YVibrationAccelerationRmsMPerS2"": ""0.050"", ""ZVibrationAccelerationRmsMPerS2"": ""0.480""}"
2025-05-03 08:57:44.82471+03,Auton_json/A125-10/0327/ProcessResult,"{""Level"": 12.496316909790039, ""ClassId"": 22126, ""StartDate"": ""2025-05-03T08:57:46.000Z""}"
2025-05-03 08:57:44.82856+03,Auton_json/A555-10/1024/ProcessResult,"{""ClassId"": 22550, ""StartDate"": ""2025-05-03T08:57:46.000Z"", ""StateChangedCounter"": 1875}"
2025-05-03 08:57:44.831954+03,Auton_json/A835/0552/ProcessResult,"{""ClassId"": 22820, ""StartDate"": ""2025-05-03T08:57:46.000Z"", ""TemperatureC"": ""38.720""}"
2025-05-03 08:57:44.835768+03,Auton_json/A855-50/0915/ProcessResult,"{""ClassId"": 22800, ""StartDate"": ""2025-05-03T08:57:46.000Z"", ""TemperatureC"": [""38.000"", ""31.040"", ""-4.450"", ""-35.850""]}"
2025-05-03 08:57:44.854901+03,Auton_json/A405-10/0512/ProcessResult,"{""ClassId"": 22406, ""CurrentA"": 97.50066375732422, ""CurrentB"": 44.42731857299805, ""CurrentC"": 48.50487518310547, ""StartDate"": ""2025-05-03T08:57:46.000Z""}"
2025-05-03 08:57:44.858898+03,Auton_json/A605-20/1856/ProcessResult,"{""ClassId"": 22559, ""StartDate"": ""2025-05-03T08:57:46.000Z"", ""TemperatureC_1"": ""-29.470"", ""TemperatureC_2"": ""-15.550"", ""VibrationTemperatureC_1"": ""36.850"", ""VibrationTemperatureC_2"": ""-15.550"", ""XVibrationVelocityRmsMPerS_1"": ""0.09750"", ""XVibrationVelocityRmsMPerS_2"": ""0.09840"", ""YVibrationVelocityRmsMPerS_1"": ""0.04442"", ""YVibrationVelocityRmsMPerS_2"": ""0.06561"", ""ZVibrationVelocityRmsMPerS_1"": ""0.00713"", ""ZVibrationVelocityRmsMPerS_2"": ""0.01846""}"
2025-05-03 08:57:44.862509+03,Auton_json/A205/0008/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-03T08:57:46.000Z"", ""Concentration"": 0.000009416814464202616, ""CasRegistryNumber"": 7783064}"
2025-05-03 08:57:44.866333+03,Auton_json/A605-20/1858/ProcessResult,"{""ClassId"": 22609, ""StartDate"": ""2025-05-03T08:57:46.000Z"", ""TemperatureC_1"": ""38.720"", ""TemperatureC_2"": ""12.480"", ""VibrationTemperatureC_1"": ""38.000"", ""VibrationTemperatureC_2"": ""12.480"", ""XVibrationAccelerationRmsMPerS2_1"": ""0.970"", ""XVibrationAccelerationRmsMPerS2_2"": ""0.980"", ""YVibrationAccelerationRmsMPerS2_1"": ""0.440"", ""YVibrationAccelerationRmsMPerS2_2"": ""0.650"", ""ZVibrationAccelerationRmsMPerS2_1"": ""0.070"", ""ZVibrationAccelerationRmsMPerS2_2"": ""0.180""}"
2025-05-03 08:58:15.055445+03,Auton_json/A555-10/1023/ProcessResult,"{""ClassId"": 22555, ""StartDate"": ""2025-05-03T08:58:16.000Z"", ""DiscreteStatus"": 0}"
2025-05-03 08:58:45.575178+03,Auton_json/A205/0006/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-03T08:58:46.000Z"", ""Concentration"": 0.48504874110221863, ""CasRegistryNumber"": 7783064}"
2025-05-03 08:58:45.621667+03,Auton_json/A555-10/1022/ProcessResult,"{""ClassId"": 22556, ""StartDate"": ""2025-05-03T08:58:46.000Z"", ""DiscreteStatus"": 1}"
2025-05-03 08:58:45.64492+03,Auton_json/A555-10/1025/ProcessResult,"{""ClassId"": 22551, ""StartDate"": ""2025-05-03T08:58:46.000Z"", ""FrequencyRpm"": 2999.329345703125}"
2025-05-03 08:58:45.648228+03,Auton_json/A205/0010/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-03T08:58:46.000Z"", ""Concentration"": 0.007276246324181557, ""CasRegistryNumber"": 74986}"
2025-05-03 08:58:45.651984+03,Auton_json/A835/0551/ProcessResult,"{""ClassId"": 22821, ""StartDate"": ""2025-05-03T08:58:46.000Z"", ""PressureAt"": ""0.9688221768""}"
2025-05-03 08:58:45.655573+03,Auton_json/A125/0326/ProcessResult,"{""ClassId"": 22125, ""Distance"": 6.163109302520752, ""StartDate"": ""2025-05-03T08:58:46.000Z""}"
2025-05-03 08:58:45.671156+03,Auton_json/A605-10/0791/ProcessResult,"{""ClassId"": 22558, ""StartDate"": ""2025-05-03T08:58:46.000Z"", ""TemperatureC"": ""-20.740"", ""VibrationTemperatureC"": ""39.730"", ""XVibrationVelocityRmsMPerS"": ""0.09606"", ""YVibrationVelocityRmsMPerS"": ""0.01315"", ""ZVibrationVelocityRmsMPerS"": ""0.03459""}"
2025-05-03 08:58:45.675015+03,Auton_json/A405/0123/ProcessResult,"{""ClassId"": 22405, ""Current"": 48.50487518310547, ""StartDate"": ""2025-05-03T08:58:46.000Z""}"
2025-05-03 08:58:45.678497+03,Auton_json/A605-10/0792/ProcessResult,"{""ClassId"": 22606, ""StartDate"": ""2025-05-03T08:58:46.000Z"", ""TemperatureC"": ""-34.190"", ""VibrationTemperatureC"": ""36.850"", ""XVibrationDisplacementRmsM"": ""0.00096060"", ""YVibrationDisplacementRmsM"": ""0.00013150"", ""ZVibrationDisplacementRmsM"": ""0.00034590""}"
2025-05-03 08:58:45.681936+03,Auton_json/A835/0553/ProcessResult,"{""ClassId"": 22822, ""StartDate"": ""2025-05-03T08:58:46.000Z"", ""PressureAt"": ""1.9388170272"", ""TemperatureC"": ""-1.190""}"
2025-05-03 08:58:45.684781+03,Auton_json/A845/0914/ProcessResult,"{""ClassId"": 22557, ""StartDate"": ""2025-05-03T08:58:46.000Z"", ""TemperatureC"": ""22.600""}"
2025-05-03 08:58:45.694252+03,Auton_json/A605-20/1857/ProcessResult,"{""ClassId"": 22607, ""StartDate"": ""2025-05-03T08:58:46.000Z"", ""TemperatureC_1"": ""-20.740"", ""TemperatureC_2"": ""-34.190"", ""VibrationTemperatureC_1"": ""39.730"", ""VibrationTemperatureC_2"": ""-4.630"", ""XVibrationDisplacementRmsM_1"": ""0.00091240"", ""XVibrationDisplacementRmsM_2"": ""0.00099970"", ""YVibrationDisplacementRmsM_1"": ""0.00058530"", ""YVibrationDisplacementRmsM_2"": ""0.00078260"", ""ZVibrationDisplacementRmsM_1"": ""0.00001650"", ""ZVibrationDisplacementRmsM_2"": ""0.00030560""}"
2025-05-03 08:58:45.697611+03,Auton_json/A605-10/0793/ProcessResult,"{""ClassId"": 22608, ""StartDate"": ""2025-05-03T08:58:46.000Z"", ""TemperatureC"": ""39.980"", ""VibrationTemperatureC"": ""-1.190"", ""XVibrationAccelerationRmsMPerS2"": ""0.960"", ""YVibrationAccelerationRmsMPerS2"": ""0.130"", ""ZVibrationAccelerationRmsMPerS2"": ""0.340""}"
2025-05-03 08:58:45.700573+03,Auton_json/A125-10/0327/ProcessResult,"{""Level"": 12.187582969665527, ""ClassId"": 22126, ""StartDate"": ""2025-05-03T08:58:46.000Z""}"
2025-05-03 08:58:45.718649+03,Auton_json/A555-10/1024/ProcessResult,"{""ClassId"": 22550, ""StartDate"": ""2025-05-03T08:58:46.000Z"", ""StateChangedCounter"": 1455}"
2025-05-03 08:58:45.742902+03,Auton_json/A835/0552/ProcessResult,"{""ClassId"": 22820, ""StartDate"": ""2025-05-03T08:58:46.000Z"", ""TemperatureC"": ""39.980""}"
2025-05-03 08:58:45.746341+03,Auton_json/A855-50/0915/ProcessResult,"{""ClassId"": 22800, ""StartDate"": ""2025-05-03T08:58:46.000Z"", ""TemperatureC"": [""32.990"", ""36.850"", ""6.820"", ""-29.470""]}"
2025-05-03 08:58:45.801812+03,Auton_json/A405-10/0512/ProcessResult,"{""ClassId"": 22406, ""CurrentA"": 91.24691772460938, ""CurrentB"": 58.53300857543945, ""CurrentC"": 34.59989929199219, ""StartDate"": ""2025-05-03T08:58:46.000Z""}"
2025-05-03 08:58:45.82467+03,Auton_json/A605-20/1856/ProcessResult,"{""ClassId"": 22559, ""StartDate"": ""2025-05-03T08:58:46.000Z"", ""TemperatureC_1"": ""-20.740"", ""TemperatureC_2"": ""-4.630"", ""VibrationTemperatureC_1"": ""39.730"", ""VibrationTemperatureC_2"": ""-4.630"", ""XVibrationVelocityRmsMPerS_1"": ""0.09124"", ""XVibrationVelocityRmsMPerS_2"": ""0.09997"", ""YVibrationVelocityRmsMPerS_1"": ""0.05853"", ""YVibrationVelocityRmsMPerS_2"": ""0.07826"", ""ZVibrationVelocityRmsMPerS_1"": ""0.00165"", ""ZVibrationVelocityRmsMPerS_2"": ""0.03056""}"
2025-05-03 08:58:45.827909+03,Auton_json/A205/0008/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-03T08:58:46.000Z"", ""Concentration"": 0.000007327226285269717, ""CasRegistryNumber"": 7783064}"
2025-05-03 08:58:45.847954+03,Auton_json/A605-20/1858/ProcessResult,"{""ClassId"": 22609, ""StartDate"": ""2025-05-03T08:58:46.000Z"", ""TemperatureC_1"": ""39.980"", ""TemperatureC_2"": ""22.600"", ""VibrationTemperatureC_1"": ""32.990"", ""VibrationTemperatureC_2"": ""22.600"", ""XVibrationAccelerationRmsMPerS2_1"": ""0.910"", ""XVibrationAccelerationRmsMPerS2_2"": ""0.990"", ""YVibrationAccelerationRmsMPerS2_1"": ""0.580"", ""YVibrationAccelerationRmsMPerS2_2"": ""0.780"", ""ZVibrationAccelerationRmsMPerS2_1"": ""0.010"", ""ZVibrationAccelerationRmsMPerS2_2"": ""0.300""}"
2025-05-03 08:59:12.988916+03,Auton_json/A555-10/1023/ProcessResult,"{""ClassId"": 22555, ""StartDate"": ""2025-05-03T08:59:16.000Z"", ""DiscreteStatus"": 1}"
2025-05-03 08:59:43.518548+03,Auton_json/A205/0006/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-03T08:59:46.000Z"", ""Concentration"": 0.34599897265434265, ""CasRegistryNumber"": 7783064}"
2025-05-03 08:59:43.552321+03,Auton_json/A555-10/1022/ProcessResult,"{""ClassId"": 22556, ""StartDate"": ""2025-05-03T08:59:46.000Z"", ""DiscreteStatus"": 1}"
2025-05-03 08:59:43.575921+03,Auton_json/A555-10/1025/ProcessResult,"{""ClassId"": 22551, ""StartDate"": ""2025-05-03T08:59:46.000Z"", ""FrequencyRpm"": 2927.07861328125}"
2025-05-03 08:59:43.57941+03,Auton_json/A205/0010/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-03T08:59:46.000Z"", ""Concentration"": 0.005190638825297356, ""CasRegistryNumber"": 74986}"
2025-05-03 08:59:43.583163+03,Auton_json/A835/0551/ProcessResult,"{""ClassId"": 22821, ""StartDate"": ""2025-05-03T08:59:46.000Z"", ""PressureAt"": ""0.6852390980""}"
2025-05-03 08:59:43.58673+03,Auton_json/A125/0326/ProcessResult,"{""ClassId"": 22125, ""Distance"": 4.424987316131592, ""StartDate"": ""2025-05-03T08:59:46.000Z""}"
2025-05-03 08:59:43.590689+03,Auton_json/A605-10/0791/ProcessResult,"{""ClassId"": 22558, ""StartDate"": ""2025-05-03T08:59:46.000Z"", ""TemperatureC"": ""-10.360"", ""VibrationTemperatureC"": ""39.440"", ""XVibrationVelocityRmsMPerS"": ""0.09966"", ""YVibrationVelocityRmsMPerS"": ""0.02406"", ""ZVibrationVelocityRmsMPerS"": ""0.02192""}"
2025-05-03 08:59:43.595548+03,Auton_json/A405/0123/ProcessResult,"{""ClassId"": 22405, ""Current"": 34.59989929199219, ""StartDate"": ""2025-05-03T08:59:46.000Z""}"
2025-05-03 08:59:43.599189+03,Auton_json/A605-10/0792/ProcessResult,"{""ClassId"": 22606, ""StartDate"": ""2025-05-03T08:59:46.000Z"", ""TemperatureC"": ""-38.630"", ""VibrationTemperatureC"": ""39.730"", ""XVibrationDisplacementRmsM"": ""0.00099660"", ""YVibrationDisplacementRmsM"": ""0.00024060"", ""ZVibrationDisplacementRmsM"": ""0.00021920""}"
2025-05-03 08:59:43.602701+03,Auton_json/A835/0553/ProcessResult,"{""ClassId"": 22822, ""StartDate"": ""2025-05-03T08:59:46.000Z"", ""PressureAt"": ""2.0121652144"", ""TemperatureC"": ""-12.320""}"
2025-05-03 08:59:43.606101+03,Auton_json/A845/0914/ProcessResult,"{""ClassId"": 22557, ""StartDate"": ""2025-05-03T08:59:46.000Z"", ""TemperatureC"": ""30.920""}"
2025-05-03 08:59:43.609649+03,Auton_json/A605-20/1857/ProcessResult,"{""ClassId"": 22607, ""StartDate"": ""2025-05-03T08:59:46.000Z"", ""TemperatureC_1"": ""-10.360"", ""TemperatureC_2"": ""-38.630"", ""VibrationTemperatureC_1"": ""39.440"", ""VibrationTemperatureC_2"": ""6.650"", ""XVibrationDisplacementRmsM_1"": ""0.00081700"", ""XVibrationDisplacementRmsM_2"": ""0.00097560"", ""YVibrationDisplacementRmsM_1"": ""0.00071950"", ""YVibrationDisplacementRmsM_2"": ""0.00088660"", ""ZVibrationDisplacementRmsM_1"": ""0.00000010"", ""ZVibrationDisplacementRmsM_2"": ""0.00044200""}"
